year_of_death;code;age;sex;disease;number_of_death
1979-2021;55;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;37
1979-2021;56;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;168
1979-2021;57;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;202
1979-2021;58;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;52
1979-2021;59;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;617
1979-2021;60;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;196
1979-2021;61;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;58
1979-2021;62;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;293
1979-2021;63;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;139
1979-2021;64;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;261
1979-2021;65;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;71
1979-2021;66;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;163
1979-2021;67;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;241
1979-2021;68;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;174
1979-2021;69;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;472
1979-2021;70;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;46
1979-2021;71;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;97
1979-2021;72;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;118
1979-2021;73;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;68
1979-2021;74;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;207
1979-2021;75;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;3664
1979-2021;76;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;337
1979-2021;77;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;505
1979-2021;78;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;491
1979-2021;79;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;56
1979-2021;80;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;110
1979-2021;81;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;82
1979-2021;82;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;68
1979-2021;83;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;435
1979-2021;84;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;198
1979-2021;85;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;94
1979-2021;86;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;93
1979-2021;87;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;84
1979-2021;88;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;57
1979-2021;89;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;99
1979-2021;90;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;23
1979-2021;91;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;494
1979-2021;92;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;953
1979-2021;93;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;1167
1979-2021;94;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;789
1979-2021;95;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;513
1979-2021;971;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;171
1979-2021;972;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;112
1979-2021;973;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;173
1979-2021;974;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;123
1979-2021;976;35-44;Tous sexes;1. Maladies infectieuses et parasitaires;17
1979-2021;01;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;135
1979-2021;02;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;185
1979-2021;03;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;116
1979-2021;04;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;56
1979-2021;05;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;48
1979-2021;06;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;720
1979-2021;07;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;90
1979-2021;08;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;91
1979-2021;09;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;45
1979-2021;10;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;92
1979-2021;11;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;123
1979-2021;12;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;60
1979-2021;13;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;1012
1979-2021;14;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;177
1979-2021;15;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;62
1979-2021;16;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;105
1979-2021;17;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;199
1979-2021;18;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;120
1979-2021;19;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;90
1979-2021;21;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;138
1979-2021;22;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;168
1979-2021;23;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;49
1979-2021;24;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;139
1979-2021;25;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;178
1979-2021;26;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;128
1979-2021;27;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;175
1979-2021;28;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;114
1979-2021;29;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;303
1979-2021;2A;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;48
1979-2021;2B;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;57
1979-2021;30;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;248
1979-2021;31;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;310
1979-2021;32;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;44
1979-2021;33;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;609
1979-2021;34;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;408
1979-2021;35;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;206
1979-2021;36;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;82
1979-2021;37;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;170
1979-2021;38;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;254
1979-2021;39;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;67
1979-2021;40;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;114
1979-2021;41;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;93
1979-2021;42;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;218
1979-2021;43;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;43
1979-2021;44;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;328
1979-2021;45;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;146
1979-2021;46;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;48
1979-2021;47;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;107
1979-2021;48;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;21
1979-2021;49;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;167
1979-2021;50;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;117
1979-2021;51;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;184
1979-2021;52;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;67
1979-2021;53;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;65
1979-2021;54;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;238
1979-2021;55;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;62
1979-2021;56;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;252
1979-2021;57;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;344
1979-2021;58;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;85
1979-2021;59;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;1027
1979-2021;60;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;249
1979-2021;61;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;102
1979-2021;62;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;521
1979-2021;63;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;165
1979-2021;64;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;242
1979-2021;65;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;72
1979-2021;66;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;185
1979-2021;67;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;328
1979-2021;68;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;235
1979-2021;69;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;519
1979-2021;70;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;68
1979-2021;71;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;147
1979-2021;72;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;144
1979-2021;73;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;85
1979-2021;74;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;196
1979-2021;75;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;2546
1979-2021;76;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;424
1979-2021;77;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;452
1979-2021;78;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;503
1979-2021;79;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;100
1979-2021;80;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;158
1979-2021;81;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;77
1979-2021;82;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;62
1979-2021;83;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;444
1979-2021;84;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;194
1979-2021;85;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;123
1979-2021;86;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;92
1979-2021;87;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;92
1979-2021;88;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;115
1979-2021;89;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;139
1979-2021;90;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;34
1979-2021;91;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;499
1979-2021;92;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;820
1979-2021;93;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;968
1979-2021;94;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;675
1979-2021;95;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;491
1979-2021;971;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;228
1979-2021;972;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;142
1979-2021;973;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;165
1979-2021;974;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;189
1979-2021;976;45-54;Tous sexes;1. Maladies infectieuses et parasitaires;24
1979-2021;01;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;233
1979-2021;02;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;369
1979-2021;03;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;212
1979-2021;04;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;80
1979-2021;05;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;60
1979-2021;06;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;664
1979-2021;07;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;128
1979-2021;08;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;171
1979-2021;09;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;80
1979-2021;10;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;163
1979-2021;11;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;165
1979-2021;12;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;153
1979-2021;13;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;1106
1979-2021;14;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;331
1979-2021;15;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;88
1979-2021;16;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;167
1979-2021;17;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;333
1979-2021;18;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;175
1979-2021;19;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;148
1979-2021;21;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;238
1979-2021;22;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;307
1979-2021;23;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;77
1979-2021;24;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;242
1979-2021;25;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;235
1979-2021;26;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;181
1979-2021;27;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;268
1979-2021;28;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;186
1979-2021;29;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;501
1979-2021;2A;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;70
1979-2021;2B;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;67
1979-2021;30;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;351
1979-2021;31;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;395
1979-2021;32;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;100
1979-2021;33;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;739
1979-2021;34;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;498
1979-2021;35;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;358
1979-2021;36;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;110
1979-2021;37;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;265
1979-2021;38;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;467
1979-2021;39;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;105
1979-2021;40;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;193
1979-2021;41;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;139
1979-2021;42;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;362
1979-2021;43;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;97
1979-2021;44;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;527
1979-2021;45;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;271
1979-2021;46;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;95
1979-2021;47;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;166
1979-2021;48;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;37
1979-2021;49;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;293
1979-2021;50;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;237
1979-2021;51;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;277
1979-2021;52;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;125
1979-2021;53;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;126
1979-2021;54;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;395
1979-2021;55;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;117
1979-2021;56;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;417
1979-2021;57;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;636
1979-2021;58;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;162
1979-2021;59;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;1751
1979-2021;60;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;459
1979-2021;61;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;157
1979-2021;62;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;988
1979-2021;63;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;322
1979-2021;64;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;361
1979-2021;65;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;120
1979-2021;66;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;262
1979-2021;67;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;555
1979-2021;68;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;368
1979-2021;69;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;780
1979-2021;70;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;152
1979-2021;71;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;296
1979-2021;72;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;246
1979-2021;73;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;163
1979-2021;74;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;276
1979-2021;75;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;1790
1979-2021;76;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;643
1979-2021;77;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;645
1979-2021;78;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;622
1979-2021;79;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;146
1979-2021;80;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;319
1979-2021;81;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;134
1979-2021;82;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;117
1979-2021;83;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;588
1979-2021;84;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;274
1979-2021;85;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;233
1979-2021;86;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;176
1979-2021;87;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;174
1979-2021;88;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;212
1979-2021;89;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;204
1979-2021;90;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;64
1979-2021;91;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;522
1979-2021;92;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;840
1979-2021;93;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;958
1979-2021;94;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;708
1979-2021;95;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;560
1979-2021;971;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;245
1979-2021;972;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;185
1979-2021;973;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;137
1979-2021;974;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;278
1979-2021;976;55-64;Tous sexes;1. Maladies infectieuses et parasitaires;30
1979-2021;01;65-74;Tous sexes;1. Maladies infectieuses et parasitaires;497
1979-2021;02;65-74;Tous sexes;1. Maladies infectieuses et parasitaires;643
